wealth,age,education,socioeconomic
0,43,12,-2442
0,46,12,-9328
0,47,12,-8933
0,49,12,21892
0,51,12,-23968
0,26,14,8504
0,28,14,12272
0,30,14,26901
0,34,14,-9991
0,31,9,-16659
0,33,9,-8710
0,80,4,-11974
0,47,8,-314
0,46,12,-9615
0,48,12,60303
0,53,12,-8098
0,30,12,5902
0,32,12,-8785
0,33,12,-7099
0,36,12,21832
0,37,12,-24681
0,37,10,-23310
0,39,10,368892
0,53,12,-16826
0,55,12,-13658
0,57,12,-16380
0,59,12,-7849
0,31,11,-26286
0,34,11,8967
0,52,11,5578
0,56,11,40538
0,60,11,1014
0,28,12,-32395
0,30,12,-37902
0,31,12,-26880
0,34,12,-29351
0,35,12,1014
0,48,12,-20986
0,49,12,-11730
0,57,12,71212
0,43,12,6462
0,45,12,10672
0,37,11,-32960
0,39,11,-17590
0,29,13,-19822
0,41,13,-8853
0,18,12,-5638
0,20,12,20901
0,22,12,22332
0,23,13,-1676
0,45,12,13694
0,47,12,24598
0,58,11,-12394
0,60,11,-12506
0,64,11,-1468
0,86,12,-8975
0,44,11,-18507
0,45,11,-21955
0,30,11,71291
0,24,12,-25861
0,36,8,-1468
0,38,11,-33080
0,39,11,-1468
0,28,12,2805
0,29,12,-29723
0,31,12,-29801
0,34,12,-2337
0,24,10,-2049
0,30,11,11635
0,22,10,-44848
0,24,10,-19733
0,28,10,-18868
0,49,14,48749
0,58,13,-1144
0,40,11,45549
0,30,15,45549
0,40,14,29405
0,66,11,-11903
0,68,11,-11259
0,78,11,5125
0,38,13,-971
0,67,6,-11241
0,69,6,-10160
0,73,6,-10995
0,75,7,-10357
0,24,8,-26430
0,28,8,-49423
0,29,13,-27724
0,28,17,614
0,30,17,-4605
0,28,10,-197
0,30,10,5832
0,32,10,-20907
0,23,13,-20932
0,18,14,-13035
0,20,14,-31666
0,45,11,10129
0,49,11,-10362
0,51,11,-3585
0,53,11,-9899
0,55,11,-10968
0,57,11,-31666
0,42,11,-30046
0,43,11,23224
0,27,12,11258
0,42,10,-27077
0,43,10,-37374
0,25,14,-1720
0,28,14,25113
0,17,0,-31231
0,19,0,-23190
0,21,0,-36927
0,23,0,-37374
0,26,10,-19010
0,27,10,-20445
0,30,10,-31190
0,47,10,-7073
0,53,12,-18202
0,33,15,41392
0,41,13,-28392
0,24,11,-26096
0,40,10,7713
0,24,11,-38066
0,56,10,-15026
0,59,10,-8649
0,59,12,-11868
0,29,11,-18822
0,46,12,-19403
0,27,12,-17523
0,31,12,5918
0,38,12,-35493
0,40,12,-43074
0,87,12,1297
0,89,12,2913
0,93,12,6599
0,34,11,-24386
0,36,11,-37823
0,38,11,-21269
0,40,11,-31499
0,25,11,7902
0,27,11,-34818
0,25,12,-3986
0,26,12,-27823
0,20,11,28582
0,20,11,-38532
0,23,11,-46166
0,24,12,-39292
0,27,12,-16673
0,23,12,-10708
0,35,13,14480
0,37,13,11432
0,51,11,-10098
0,53,11,-16785
0,47,11,-13578
0,49,11,-13989
0,52,11,-14303
0,56,11,-3408
0,50,11,6599
0,54,11,-20522
0,56,11,-20986
0,58,11,-22098
0,60,11,-18585
0,62,11,223
0,44,13,39730
0,32,12,-16305
0,33,11,-9098
0,48,14,-13162
0,50,14,-12898
0,52,13,-13669
0,49,11,11170
0,53,11,2686
0,29,13,-16512
0,28,10,-66669
0,30,10,-60510
0,34,10,-76131
0,36,10,-56409
0,44,10,48445
0,70,9,-8361
0,74,9,-7703
0,76,9,-8547
0,78,10,-8370
0,80,10,-8717
0,82,10,-8719
0,85,10,-9188
0,87,10,1686
0,26,11,-29276
0,28,11,-29211
0,29,11,-27015
0,31,11,-21100
0,34,11,-25929
0,31,11,-9427
0,34,0,-32494
0,24,10,-25756
0,26,10,-20937
0,28,10,-53131
0,30,10,-15431
0,54,10,6472
0,56,10,6802
0,58,10,4215
0,21,11,-49400
0,23,11,-43911
0,25,11,-41286
0,20,11,-21168
0,23,11,2212
0,52,10,-25405
0,37,12,26404
0,34,12,-22401
0,46,11,-17403
0,40,12,-20422
0,27,12,-22785
0,30,12,-752
0,46,14,-12208
0,60,13,-7198
0,36,10,-38951
0,38,10,-12709
0,39,10,-32974
0,42,10,-21510
0,43,8,-12998
0,21,12,27755
0,31,15,24262
0,38,12,-14687
0,40,12,-10368
0,42,12,1010
0,44,12,1754
0,46,12,-19442
0,48,12,-9528
0,50,12,-17308
0,52,12,-16999
0,45,12,-8180
0,47,12,-7938
0,49,12,-1342
0,51,12,13694
0,53,12,-13898
0,55,12,-16929
0,62,10,-5834
0,18,9,-41021
0,20,9,-45947
0,22,9,-57438
0,24,9,-71580
0,32,14,7932
0,18,10,-5422
0,20,10,-8486
0,22,10,-14136
0,24,10,12736
0,21,12,-5018
0,27,12,92
0,38,12,-622
0,40,12,-20686
0,42,12,1952
0,50,12,-4173
0,96,12,61249
0,45,15,13959
0,28,14,-30103
0,21,11,16361
0,29,12,-28954
0,33,12,-28025
0,24,17,-10168
0,70,14,-8790
0,29,11,-33792
0,28,11,-11905
0,32,11,-15530
0,52,12,-28320
0,26,11,-12415
0,30,11,-20722
0,31,11,-15598
0,36,11,-13989
0,38,11,-14279
0,39,11,-389
0,28,11,-13848
0,29,11,-21455
0,31,11,-25961
0,34,11,-19469
0,35,11,-28736
0,38,11,-37910
0,40,11,-22632
0,42,11,-389
0,23,12,-23168
0,24,12,-19098
0,26,12,-2785
0,28,12,-10479
0,30,12,-19168
0,32,12,28702
0,36,12,16112
0,22,14,-11049
0,37,12,-29088
0,39,12,-20634
0,27,15,20630
0,35,15,-8568
0,37,16,11096
0,26,13,19973
0,53,13,-12312
0,54,13,70148
0,22,12,-30060
0,24,12,132
0,29,12,-28721
0,34,12,57667
0,27,12,-15635
0,27,10,7215
0,29,10,-18027
0,26,15,-5908
0,22,12,-27227
0,46,10,-20986
0,50,10,-22585
0,51,10,-23099
0,56,10,6082
0,36,11,-15708
0,38,11,7313
0,44,12,-4939
0,48,12,-24168
0,50,12,43956
0,48,11,-3205
0,52,11,-11932
0,54,11,-18290
0,56,11,-13722
0,60,11,-16955
0,62,11,-15680
0,64,11,-31338
0,32,13,-34698
0,36,13,-33842
0,35,14,-3099
0,39,14,-6288
0,27,10,-22785
0,30,10,-23099
0,31,10,-15042
0,33,10,26249
0,22,12,-4403
0,24,12,-1327
0,26,12,-13863
0,30,13,-5059
0,34,13,965
0,49,12,-8516
0,51,12,-10252
0,53,12,18322
0,46,10,-15186
0,49,10,-15309
0,51,10,-15263
0,52,10,-15816
0,55,10,-6288
0,41,12,-87
0,45,12,-22098
0,53,16,12686
0,38,12,-14681
0,39,11,-22048
0,45,11,-22387
0,47,11,41415
0,22,11,-17563
0,28,11,-22223
0,32,11,-21809
0,34,11,14148
0,36,11,-16290
0,21,13,-5461
0,31,13,-10510
0,30,14,-11975
0,32,14,-11785
0,34,14,-23099
0,36,14,-4168
0,38,14,7735
0,41,12,-16540
0,43,12,-19403
0,45,12,-12242
0,53,13,44880
0,34,13,-35166
0,73,9,-35166
0,34,13,-22555
0,36,12,-25580
0,44,12,-9921
0,46,12,-11964
0,66,12,-18537
0,31,12,-2098
0,33,12,-2785
0,35,13,5901
0,71,10,1239
0,79,12,30
0,81,12,25713
0,51,11,-12348
0,53,11,-22785
0,55,11,-14303
0,59,11,-15178
0,19,10,-5454
0,21,10,-8806
0,23,11,-7276
0,25,11,-12860
0,19,11,-15655
0,21,11,-15686
0,23,11,-11598
0,45,12,-12898
0,47,12,-13818
0,49,12,-14421
0,43,11,-8267
0,44,11,-23559
0,47,11,-11385
0,50,11,-12180
0,53,11,-34297
0,31,14,-29275
0,21,11,-913
0,23,11,-17710
0,25,11,38560
0,30,10,-15526
0,36,12,-14107
0,40,12,-4733
0,44,12,-25176
0,25,11,-34583
0,31,11,-925
0,28,12,-6508
0,30,12,-7054
0,27,12,-3868
0,46,11,-3505
0,54,12,-23017
0,57,12,-27288
0,58,12,-15435
0,25,12,-37452
0,26,12,-40568
0,33,12,-17010
0,21,12,-15386
0,23,12,10902
0,25,12,31463
0,27,12,-24168
0,38,9,-17406
0,40,9,13502
0,43,10,-22098
0,45,10,-19235
0,47,10,651
0,73,10,-10187
0,38,12,31713
0,52,13,-1624
0,54,13,3510
0,56,13,-18426
0,48,12,-3975
0,52,12,2264
0,56,11,-11328
0,44,12,-10143
0,46,12,39523
0,60,12,-11508
0,84,9,26452
0,50,12,-12275
0,54,12,53111
0,57,12,-12282
0,61,12,-11958
0,63,12,-25342
0,65,12,-15425
0,67,12,-5638
0,49,13,28599
0,61,13,76121
0,51,6,8642
0,53,12,8688
0,55,12,10249
0,63,13,13867
0,65,13,13577
0,67,13,-4933
0,22,10,-25164
0,24,10,-24744
0,26,10,-2579
0,28,9,-18763
0,34,9,-6550
0,74,11,-8361
0,76,11,-8288
0,78,11,-9503
0,80,11,-8547
0,82,2,-8874
0,84,2,-11605
0,86,2,-8895
0,89,2,-6680
0,91,2,-889
0,79,12,-2564
0,56,12,-10099
0,59,12,-889
0,54,11,-13572
0,31,12,29741
0,56,12,29741
0,50,15,14892
0,41,12,59102
0,22,12,6558
0,24,12,-8829
0,60,10,-17099
0,62,10,-16280
0,41,9,-21591
0,47,10,-14625
0,49,10,-2314
0,36,11,59210
0,42,11,14374
0,44,10,-7698
0,46,10,-22785
0,48,10,11901
0,52,10,951
0,41,11,-19512
0,28,15,-10505
0,27,12,-20425
0,23,12,-2816
0,25,12,-10810
0,27,12,-10619
0,29,12,-28530
0,44,12,-15796
0,46,12,-30727
0,50,12,-37409
0,52,12,-20224
0,54,12,-29162
0,56,12,4067
0,60,12,-19512
0,47,12,8695
0,22,12,23415
0,28,13,66062
0,24,9,-11232
0,21,10,-19305
0,23,10,-26341
0,37,13,-20160
0,39,13,-27663
0,41,13,-18368
0,43,13,136321
0,24,16,28412
0,84,4,-10775
0,25,9,-51963
0,39,10,-13188
0,25,13,-5899
0,26,13,-7325
0,39,10,-13325
0,49,12,-15512
0,37,8,-24537
0,44,12,5136
0,46,12,7218
0,48,12,15951
0,31,13,-11605
0,34,13,-19260
0,19,12,-6494
0,27,13,-2217
0,20,12,-6982
0,21,12,-23684
0,23,12,-22785
0,25,12,-23099
0,27,12,-24168
0,29,12,-26188
0,25,12,-11520
0,27,12,76060
0,49,12,-14098
0,51,12,-17285
0,53,12,-8099
0,55,12,-1168
0,57,12,76060
0,54,12,-10210
0,56,12,-3518
0,37,13,-18180
0,41,13,-20722
0,43,13,-20986
0,45,11,-22098
0,47,11,-1862
0,51,11,-36945
0,53,11,-26188
0,69,11,-9525
0,71,11,-13460
0,73,11,-9467
0,75,11,-11019
0,77,12,-11922
0,79,12,-611
0,81,12,-7219
0,85,12,11078
0,24,12,-23770
0,26,12,-20786
0,30,13,-30186
0,32,13,-5505
0,34,13,-7300
0,36,13,42350
0,43,11,-20017
0,45,11,8061
0,29,11,195
0,31,12,-6442
0,33,12,-3328
0,37,12,10832
0,39,12,-6114
0,31,14,-9837
0,33,14,-9835
0,37,14,42350
0,22,12,-23968
0,23,12,1186
0,43,11,-11232
0,51,11,-21388
0,53,11,-15225
0,55,11,-18018
0,46,12,-24014
0,48,13,-26442
0,50,13,-29733
0,56,13,-9090
0,43,10,-23454
0,32,12,28787
0,35,11,24847
0,24,13,2278
0,56,12,-3918
0,64,12,48164
0,50,10,24248
0,52,10,9272
0,19,12,-40596
0,20,12,-17990
0,41,13,2097
0,51,12,-21516
0,43,11,3931
0,37,16,-18422
0,41,16,22902
0,23,10,-6480
0,27,10,-20422
0,40,12,-26190
0,29,13,27892
0,25,12,-24941
0,51,10,-17032
0,26,12,-19753
0,35,12,-10932
0,37,12,30616
0,40,12,-14429
0,24,8,15881
0,26,8,94293
0,36,13,-20049
0,29,12,-14521
0,41,12,-14268
0,20,12,-18722
0,21,12,-11486
0,24,12,-17098
0,25,12,-22785
0,28,12,-23099
0,29,12,-24168
0,31,12,-12291
0,27,12,-7835
0,31,12,-34655
0,62,7,-22532
0,64,7,-24088
0,29,11,-28563
0,31,11,-20238
0,37,10,-36433
0,39,10,-28113
0,36,12,-27568
0,21,10,-36338
0,62,12,12282
0,44,17,32310
0,30,14,-17184
0,77,9,-5544
0,79,9,-5776
0,73,6,-9998
0,34,8,-16508
0,36,8,-13254
0,42,0,-2516
0,44,0,8695
0,46,0,-13014
0,39,10,38353
0,31,9,-31295
0,37,9,-34243
0,41,9,-31561
0,43,9,-30441
0,24,12,-23477
0,26,12,-20572
0,28,12,-9102
0,30,12,-29276
0,32,12,-29586
0,34,12,-30355
0,36,12,-28622
0,38,12,46734
0,27,11,-15328
0,29,11,-5465
0,33,11,-33061
0,19,8,-10583
0,27,9,6941
0,22,12,-28234
0,24,12,-36832
0,26,12,-39263
0,24,10,-19986
0,28,13,-7727
0,28,9,-33061
0,39,11,-17180
0,41,11,-12882
0,43,11,-9262
0,37,8,4570
0,38,8,4197
0,40,8,2278
0,42,8,74
0,50,8,-14376
0,52,8,110037
0,46,12,-7146
0,50,12,-7619
0,52,12,-8868
0,49,12,-12588
0,32,12,-29105
0,36,12,-18180
0,70,9,-7545
0,72,9,-11384
0,76,9,-19347
0,78,9,-12030
0,80,9,-21005
0,82,9,-12955
0,84,9,-22280
0,86,9,9686
0,43,13,45624
0,31,14,-14568
0,34,14,69057
0,25,12,-29179
0,61,14,7265
0,62,14,9454
0,65,14,6149
0,45,10,-20359
0,47,10,-20988
0,49,10,12066
0,52,10,-24046
0,53,10,-29276
0,55,10,-25553
0,57,10,-9186
0,59,10,-20108
0,61,10,10186
0,48,11,-16746
0,50,11,-38241
0,52,11,-42383
0,54,11,-15825
0,56,11,-14339
0,58,11,-14904
0,60,11,9686
0,49,12,-12447
0,59,12,-33751
0,57,12,-16514
0,39,11,-18180
0,41,11,-3215
0,44,11,-12402
0,45,11,-20986
0,47,11,-22098
0,49,11,-22699
0,56,10,107837
0,55,8,-11927
0,57,8,-12922
0,59,8,-13102
0,61,8,-12102
0,63,8,-11357
0,65,8,-11503
0,67,8,-13280
0,69,8,-9390
0,50,9,-11376
0,56,9,-11170
0,30,12,-18101
0,36,12,-13479
0,38,12,-5328
0,40,13,-6799
0,44,13,-28823
0,28,12,-34296
0,52,12,-16276
0,50,17,-10379
0,52,17,-1342
0,54,17,-10030
0,56,14,-12806
0,58,14,-11985
0,60,14,-10195
0,62,14,-1880
0,65,14,27358
0,28,10,-45021
0,30,10,-47363
0,32,10,-41102
0,22,12,-23099
0,24,12,-24168
0,26,12,-20648
0,45,11,-9262
0,47,11,-12586
0,51,10,-14385
0,53,10,-13499
0,55,10,-15768
0,57,10,-19449
0,40,11,-11177
0,44,11,-18571
0,46,11,-15663
0,41,11,13149
0,43,11,6518
0,47,11,31558
0,49,11,50492
0,51,11,11114
0,53,11,31392
0,55,11,14686
0,52,12,15197
0,38,12,-15027
0,20,12,-5361
0,34,12,-471
0,40,12,50795
0,27,11,-29584
0,29,11,-32752
0,31,10,-26829
0,27,10,5025
0,29,15,-11221
0,22,12,9242
0,24,16,-28851
0,22,13,28591
0,24,10,-15099
0,64,10,25180
0,21,12,-19599
0,21,11,-29470
0,19,11,-32861
0,86,5,-16761
0,27,14,-30105
0,26,12,-43345
0,63,8,-10839
0,65,8,1820
0,22,8,-20351
0,24,8,-20986
0,26,8,-19993
0,29,8,-25828
0,30,8,-11236
0,27,13,-12098
0,31,13,-22099
0,34,13,-17168
0,35,13,27303
0,42,12,-6036
0,44,12,-18777
0,47,11,6899
0,26,10,-17635
0,33,12,-9555
0,34,12,38121
0,34,11,-25064
0,36,11,-24160
0,38,11,22204
0,21,10,-36903
0,23,10,-37276
0,29,9,-47967
0,35,9,13686
0,20,9,-14320
0,22,9,-25946
0,24,9,-34464
0,30,9,14349
0,32,9,-23275
0,34,9,-14349
0,26,11,-23946
0,28,11,-30605
0,30,11,-20500
0,32,11,27303
0,28,11,-21768
0,44,11,-27806
0,46,12,-29276
0,50,12,-19036
0,52,12,-25427
0,54,12,-1220
0,23,13,-20236
0,25,12,28580
0,26,12,-27618
0,29,12,-29952
0,31,12,-29952
0,23,9,-33835
0,24,9,-37755
0,26,9,-42511
0,28,9,-47406
0,30,9,-52029
0,34,9,-66452
0,36,9,-49037
0,38,9,-11233
0,23,14,-11422
0,24,14,680
0,33,12,-8506
0,50,14,-4986
0,27,12,44375
0,43,12,14597
0,19,10,-34516
0,21,10,-44568
0,23,10,-24627
0,25,10,-19687
0,27,10,8996
0,39,11,-22221
0,41,11,4685
0,46,11,-15040
0,47,11,-15448
0,19,10,-8746
0,21,10,-12707
0,23,10,-2536
0,23,14,17409
0,49,12,-19976
0,41,13,-14515
0,49,10,-948
0,59,11,-25318
0,46,8,-22336
0,48,9,-24556
0,50,9,-24420
0,52,11,-20913
0,54,11,-17241
0,56,11,-10187
0,23,12,-7788
0,44,11,4394
0,38,12,28445
0,40,11,91776
0,31,12,-6638
0,52,11,12820
0,54,11,44945
0,56,12,42078
0,58,12,-42301
0,60,12,-38266
0,62,12,-16335
0,38,10,-22443
0,40,10,-17173
0,42,10,-18671
0,44,10,-25936
0,46,11,-28442
0,48,11,-29328
0,50,11,-29733
0,52,11,-20108
0,54,11,-10834
0,38,13,-11890
0,40,13,-11580
0,50,13,856
0,28,14,14701
0,23,13,-28415
0,25,13,15201
0,27,13,-10795
0,28,12,-20431
0,44,12,12529
0,90,12,-9570
0,92,12,51322
0,31,14,51322
0,31,10,14779
0,24,11,-17952
0,27,11,-16383
0,28,11,-24168
0,31,11,-41850
0,23,12,-27277
0,24,16,-2900
0,19,11,-43526
0,20,12,-6399
0,39,11,-56426
0,42,11,-51899
0,46,11,-48947
0,47,11,-18978
0,49,11,-27277
0,55,11,29954
0,40,11,-13029
0,38,12,-19979
0,39,12,-4296
0,41,12,8249
0,46,11,10349
0,25,12,1278
0,22,12,5295
0,47,9,60
0,61,10,-35838
0,20,12,-1671
0,22,11,-14587
0,24,11,-21658
0,26,11,-7954
0,38,14,28212
0,23,12,-7940
0,21,10,-23298
0,23,10,-24417
0,26,16,24466
0,26,11,-15851
0,28,11,-10455
0,19,11,-12167
0,21,11,-10455
0,45,12,-12391
0,51,13,-14528
0,58,12,12901
0,60,12,-8568
0,23,12,-11785
0,25,12,-30605
0,21,11,11186
0,32,12,13186
0,18,10,-18785
0,20,10,-2427
0,79,12,-14224
0,41,12,-16416
0,43,12,43362
0,23,7,7215
0,22,13,36342
0,41,12,-13482
0,43,12,-13869
0,45,12,-14087
0,47,12,-14724
0,38,11,-11196
0,40,11,-12203
0,42,11,-12586
0,48,10,-13185
0,50,10,-13115
0,54,10,18249
0,27,12,-9267
0,37,12,-17771
0,41,12,7420
0,69,7,-5927
0,75,7,-3266
0,58,14,4235
0,38,12,1428
0,53,11,-12808
0,65,7,-23144
0,67,7,-10088
0,69,7,-9197
0,71,7,-19347
0,73,7,-10890
0,75,7,-12808
0,31,12,-22020
0,32,11,-33326
0,37,11,-40768
0,47,12,-18803
0,51,12,-19086
0,53,12,4753
0,44,12,-8180
0,50,12,-20466
0,51,12,-8898
0,56,12,-6299
0,28,13,6032
0,72,4,-10101
0,74,4,-9776
0,76,4,-9197
0,79,4,-12940
0,37,13,351
0,49,13,-11733
0,35,14,21450
0,26,13,-1130
0,54,9,-16637
0,18,9,-1986
0,30,14,59436
0,31,12,10315
0,33,12,-23060
0,36,17,16726
0,38,13,-10748
0,40,13,6748
0,46,13,49287
0,48,11,23443
0,51,11,-3986
0,55,11,15215
0,58,11,80030
0,85,10,-7219
0,52,11,-101
0,32,12,-19889
0,34,12,-21813
0,36,12,-22568
0,38,12,-22934
0,42,12,-101
0,24,11,-43146
0,26,11,-22266
0,27,11,-21099
0,29,10,-22433
0,46,12,-37505
0,39,12,-22147
0,76,8,-10951
0,54,12,-24075
0,32,12,8530
0,41,12,29014
0,51,11,-5255
0,76,11,4351
0,77,11,-9283
0,31,11,-11168
0,41,12,-12635
0,47,12,16996
0,21,13,11802
0,26,12,1186
0,52,11,71611
0,74,7,-7530
0,24,12,13905
0,32,12,-9417
0,34,12,27601
0,48,12,-13962
0,50,12,-5719
0,23,14,-23657
0,25,14,-13567
0,23,11,3329
0,20,12,-4139
0,24,12,31690
0,26,12,9554
0,69,14,-11610
0,53,11,-24626
0,55,11,131249
0,68,15,-9928
0,72,15,9135
0,76,16,-20662
0,80,16,12176
0,82,16,83532
0,41,12,-24028
0,49,14,-4502
0,53,14,-16350
0,57,14,-41577
0,59,14,-23101
0,61,14,-3517
0,22,12,-29361
0,24,12,-37918
0,26,11,-50048
0,28,11,-46526
0,30,11,-51520
0,33,11,-28219
0,34,11,83532
0,57,14,-12868
0,59,14,42511
0,21,12,-29096
0,23,12,-20598
0,25,12,-16985
0,29,12,-24168
0,31,12,93164
0,43,11,-32250
0,45,11,-27564
0,48,11,-23106
0,49,11,-30197
0,52,11,-30453
0,54,11,-4606
0,55,11,-31990
0,44,13,-11986
0,46,12,-13098
0,48,12,-1985
0,50,12,-19099
0,52,12,-31108
0,54,12,48249
0,25,15,-17098
0,20,12,12203
0,28,10,-29998
0,36,9,-6857
0,34,13,-24068
0,37,13,-46900
0,28,8,-29068
0,71,11,-3314
0,42,12,-16453
0,44,12,-3314
0,40,12,-10180
0,48,12,-3074
0,55,12,-13369
0,31,12,2142
0,79,14,93249
0,30,11,-4573
0,23,14,17563
0,62,7,-34261
0,64,7,-19978
0,67,7,-22280
0,70,7,-21071
0,60,8,-34258
0,52,8,-34732
0,54,8,-23306
0,56,8,-6614
0,27,11,-16398
0,30,11,1550
0,74,9,-18861
0,31,10,-6429
0,31,10,-18673
0,21,12,-19099
0,23,12,-8788
0,26,12,-18861
0,35,16,2249
0,22,14,-5248
0,63,14,-9123
0,73,16,-3815
0,46,12,-3822
0,48,12,16867
0,57,8,-17007
0,40,15,-34653
0,42,15,-8617
0,57,12,10201
0,38,13,12820
0,50,13,-29738
0,22,10,-17746
0,26,10,-19999
0,28,10,-10168
0,30,10,17249
0,39,11,-5401
0,41,11,-7975
0,43,11,-995
0,47,12,-5098
0,49,12,-4585
0,51,12,-9899
0,53,12,-12168
0,55,12,24686
0,25,12,-22388
0,27,12,-28638
0,29,12,-23479
0,38,12,-28528
0,51,11,-16851
0,48,9,-23401
0,50,9,-23013
0,54,9,-18542
0,56,10,-10682
0,58,10,-11328
0,24,14,170991
0,56,15,-9681
0,28,10,-45351
0,32,10,-36379
0,34,10,-55297
0,36,12,-402
0,22,11,-10836
0,32,11,30046
0,47,14,-13788
0,73,12,-21882
0,39,12,5597
0,46,12,-9213
0,50,12,-11088
0,27,17,54809
0,25,12,-4020
0,76,12,-10005
0,78,12,-12068
0,32,12,-11275
0,33,12,21184
0,45,12,-20722
0,53,12,-12014
0,55,12,18238
0,59,12,-12101
0,61,12,-7536
0,30,12,-11248
0,25,11,-22785
0,27,11,-21199
0,29,11,-7536
0,31,11,-11244
0,75,12,15196
0,38,12,-5442
0,42,12,-11416
0,32,11,-25743
0,40,12,21092
0,21,11,14189
0,23,11,-9019
0,22,12,-33638
0,26,12,1431
0,43,12,-28129
0,45,12,-15116
0,19,12,61382
0,41,11,-20986
0,43,12,-26856
0,44,12,-21022
0,47,12,-28732
0,49,12,-24168
0,51,12,-5657
0,46,11,23327
0,48,11,3028
0,57,11,9380
0,30,12,14416
0,41,8,-2514
0,33,11,8198
0,32,12,5499
0,42,12,13186
0,59,12,-6538
0,23,12,-19408
0,53,13,66558
0,44,13,-22108
0,46,13,-22254
0,48,13,-3606
0,58,11,-15223
0,66,10,-6975
0,68,10,-15797
0,70,10,-31177
0,72,10,-5883
0,74,10,-11674
0,76,10,-8120
0,56,14,-21699
0,57,14,-16650
0,40,14,3596
0,31,8,-17903
0,33,8,3980
0,35,8,20386
0,29,11,-36356
0,37,12,-9366
0,75,7,7713
0,52,12,-23427
0,53,12,-32871
0,55,12,-14495
0,56,12,-19410
0,33,12,-40393
0,35,12,-33092
0,37,12,-98
0,29,11,10047
0,31,11,59259
0,28,10,2447
0,34,11,-8613
0,40,11,832
0,27,10,13685
0,28,11,-37414
0,59,9,-6024
0,61,9,-24668
0,22,12,-45075
0,18,11,7713
0,80,15,2282
0,23,12,-10548
0,25,12,-11603
0,27,12,-3776
0,33,12,-12573
0,35,12,-12899
0,37,12,-14568
0,39,12,-2657
0,46,17,-1786
0,49,17,2067
0,33,17,7897
0,87,13,97061
0,20,12,-9723
0,74,11,-9789
0,76,11,-10892
0,78,11,-11447
0,81,11,-16553
0,82,10,-12186
0,84,10,-12221
0,47,11,-8180
0,51,11,-20722
0,53,11,-20293
0,55,11,-13458
0,57,11,-14073
0,53,12,-23099
0,55,12,-24168
0,56,12,100213
0,37,13,97465
0,82,12,-687
0,84,12,-19347
0,86,12,30713
0,53,16,121615
0,88,12,47131
0,81,4,-10281
0,85,4,9248
0,22,12,-11193
0,26,12,-32020
0,28,12,-542
0,43,12,37398
0,74,16,-7561
0,38,12,18188
0,56,12,8842
0,52,8,-14109
0,54,8,-14063
0,58,8,-15127
0,38,12,-54836
0,82,8,-11645
0,49,11,-46029
0,52,11,-31548
0,54,11,-32712
0,56,11,-40067
0,58,11,-56044
0,60,11,-17867
0,62,11,-20119
0,64,11,6867
0,66,11,-15127
0,67,7,4929
0,25,10,-24851
0,28,10,-27455
0,29,10,-28882
0,32,10,-13556
0,40,10,-31795
0,27,12,-22008
0,32,12,-35052
0,45,10,-16380
0,55,10,-26638
0,57,10,-25516
0,59,10,-14916
0,53,9,-19989
0,19,11,-18718
0,46,12,3960
0,90,5,-15909
0,92,5,-17888
0,92,0,3786
0,68,6,-10523
0,70,6,-10707
0,72,6,11212
0,68,14,4298
0,26,12,6820
0,28,12,5747
0,47,12,-7280
0,33,12,96607
0,61,13,71515
0,31,14,56429
0,24,13,79275
0,81,14,-3921
0,83,14,-4485
0,85,14,-4931
0,87,14,3861
0,23,16,97267
0,51,13,20394
0,62,12,9722
0,40,12,-16846
0,38,8,-12180
0,28,14,49557
0,21,11,-12864
0,22,11,-8630
0,22,12,3145
0,26,12,-9837
0,35,12,3250
0,92,11,156767
0,79,12,-7483
0,83,12,-8391
0,85,12,-24529
0,89,12,51713
0,51,12,-14579
0,57,12,-5758
0,59,12,-11985
0,61,12,-10295
0,65,12,51713
0,40,12,9417
0,27,12,9425
0,26,14,-690
1,26,11,-1845
1,58,12,-7017
1,67,2,-8353
1,76,0,-14871
1,31,16,212980
1,67,16,51212
1,68,11,-13111
1,54,17,6346
1,27,11,-11800
1,31,10,-19900
1,78,7,43168
1,28,12,58236
1,49,11,-11699
1,57,11,7015
1,50,16,36092
1,50,12,-11999
1,26,12,10195
1,45,13,1314
1,43,12,-23385
1,48,8,-11564
1,50,12,-14607
1,29,10,-13955
1,26,10,-26563
1,83,4,-10988
1,36,12,-9022
2,40,12,-1099
2,39,9,-13522
2,50,14,19014
2,38,14,-12965
2,36,12,76791
2,71,5,-7220
2,27,12,-16114
2,27,11,-13351
2,54,9,-12604
2,30,11,13835
2,25,11,-12529
2,51,15,-20021
3,54,11,-12154
3,37,13,-20073
3,19,11,-12435
3,57,12,-5722
3,52,12,-13292
3,40,12,3871
3,61,10,35344
3,28,16,-35083
3,41,12,-17748
3,61,8,-9905
3,47,11,-2258
3,45,11,1214
3,56,8,-15156
4,34,13,-7368
4,55,12,-9285
4,59,10,-13025
4,39,17,26771
4,52,12,-21882
4,25,12,30903
5,56,11,-13548
5,87,16,9057
5,38,14,-28367
5,52,12,220669
5,52,11,-17289
5,40,9,27674
5,33,11,-21991
5,59,12,-12764
5,50,14,8108
5,22,12,47745
5,37,13,35832
5,24,14,5195
5,46,15,-8289
5,27,12,22573
5,58,12,-10316
5,23,10,-10454
5,89,15,94637
5,27,12,-17967
5,58,6,-15903
5,26,6,-24020
